case,2,Hot water for washing is available most of the,cleaning as compared with machine washing ) and how to properly
nsubj,1,"testing ; however , no washing of the interior of said"
nmod:of,3,That no interior washing of the burial urns or,That no interior washing of the burial urns or,"testing ; however , no washing of the interior of said"
nmod:for,1,Hot water for washing is available most of the
compound,1,cleaning as compared with machine washing ) and how to properly
det,1,That no interior washing of the burial urns or
amod,1,That no interior washing of the burial urns or
nsubjpass,1,That no interior washing of the burial urns or
neg,2,That no interior washing of the burial urns or,"testing ; however , no washing of the interior of said"
nmod:compared_with,1,cleaning as compared with machine washing ) and how to properly
