sent,tags,parse
"As early as its May issue , The Vegetarian Messenger and Health Review , for example , was calling attention to "" the centenary of Henry David Thoreau "" with its suggestion that societies "" whose aims are in accord with Thoreau 's teaching and spirit , should honour the day by arranging for the delivery of a local lecture or the reading of a paper on Thoreau. ""","As/IN early/JJ as/IN its/PRP$ May/NNP issue/NN ,/, The/DT Vegetarian/NNP Messenger/NNP and/CC Health/NNP Review/NNP ,/, for/IN example/NN ,/, was/VBD calling/VBG attention/NN to/IN ''/'' the/DT centenary/NN of/IN Henry/NNP David/NNP Thoreau/NNP ''/'' with/IN its/PRP$ suggestion/NN that/DT societies/NNS ''/'' whose/WP$ aims/NNS are/VBP in/IN accord/NN with/IN Thoreau/NNP 's/POS teaching/NN and/CC spirit/NN ,/, should/MD honour/VB the/DT day/NN by/IN arranging/VBG for/IN the/DT delivery/NN of/IN a/DT local/JJ lecture/NN or/CC the/DT reading/NN of/IN a/DT paper/NN on/IN Thoreau/NNP ./. ''/''"," case(early-2, As-1) nmod:as(calling-19, early-2) case(issue-6, as-3) nmod:poss(issue-6, its-4) compound(issue-6, May-5) nmod:as(early-2, issue-6) det(Messenger-10, The-8) compound(Messenger-10, Vegetarian-9) nsubj(calling-19, Messenger-10) cc(Messenger-10, and-11) compound(Review-13, Health-12) conj:and(Messenger-10, Review-13) nsubj(calling-19, Review-13) case(example-16, for-15) nmod:for(Messenger-10, example-16) aux(calling-19, was-18) root(ROOT-0, calling-19) dobj(calling-19, attention-20) case(centenary-24, to-21) det(centenary-24, the-23) nmod:to(calling-19, centenary-24) case(Thoreau-28, of-25) compound(Thoreau-28, Henry-26) compound(Thoreau-28, David-27) nmod:of(centenary-24, Thoreau-28) case(suggestion-32, with-30) nmod:poss(suggestion-32, its-31) nmod:with(Thoreau-28, suggestion-32) det(societies-34, that-33) nmod:poss(aims-37, societies-34) nsubj(honour-49, societies-34) ref(societies-34, whose-36) nsubj(accord-40, aims-37) cop(accord-40, are-38) case(accord-40, in-39) acl:relcl(societies-34, accord-40) case(teaching-44, with-41) nmod:poss(teaching-44, Thoreau-42) case(Thoreau-42, 's-43) nmod:with(accord-40, teaching-44) cc(teaching-44, and-45) nmod:with(accord-40, spirit-46) conj:and(teaching-44, spirit-46) aux(honour-49, should-48) dep(calling-19, honour-49) det(day-51, the-50) nmod:tmod(honour-49, day-51) mark(arranging-53, by-52) advcl(honour-49, arranging-53) case(delivery-56, for-54) det(delivery-56, the-55) nmod:for(arranging-53, delivery-56) case(lecture-60, of-57) det(lecture-60, a-58) amod(lecture-60, local-59) nmod:of(delivery-56, lecture-60) cc(delivery-56, or-61) det(reading-63, the-62) nmod:for(arranging-53, reading-63) conj:or(delivery-56, reading-63) case(paper-66, of-64) det(paper-66, a-65) nmod:of(reading-63, paper-66) case(Thoreau-68, on-67) nmod:on(paper-66, Thoreau-68)  "
"sup26 <p> Through her informal relationship with immigration officials at Boston 's port , Hayes also negotiated the release of detained immigrants , especially by arranging employment for them .","sup26/JJ <p>/NN Through/IN her/PRP$ informal/JJ relationship/NN with/IN immigration/NN officials/NNS at/IN Boston/NNP 's/POS port/NN ,/, Hayes/NNP also/RB negotiated/VBD the/DT release/NN of/IN detained/JJ immigrants/NNS ,/, especially/RB by/IN arranging/VBG employment/NN for/IN them/PRP ./."," amod(<p>-2, sup26-1) nmod:through(negotiated-17, <p>-2) case(<p>-2, Through-3) nmod:poss(relationship-6, her-4) amod(relationship-6, informal-5) dep(<p>-2, relationship-6) case(officials-9, with-7) compound(officials-9, immigration-8) nmod:with(relationship-6, officials-9) case(port-13, at-10) nmod:poss(port-13, Boston-11) case(Boston-11, 's-12) nmod:at(officials-9, port-13) nsubj(negotiated-17, Hayes-15) advmod(negotiated-17, also-16) root(ROOT-0, negotiated-17) det(release-19, the-18) dobj(negotiated-17, release-19) case(immigrants-22, of-20) amod(immigrants-22, detained-21) nmod:of(release-19, immigrants-22) advmod(arranging-26, especially-24) mark(arranging-26, by-25) advcl(negotiated-17, arranging-26) dobj(arranging-26, employment-27) case(them-29, for-28) nmod:for(arranging-26, them-29)  "
Yam growers spend considerable time arranging the vines on trellises and inspecting the tubers .,Yam/NNP growers/NNS spend/VBP considerable/JJ time/NN arranging/VBG the/DT vines/NNS on/IN trellises/NNS and/CC inspecting/VBG the/DT tubers/NNS ./.," compound(growers-2, Yam-1) nsubj(spend-3, growers-2) root(ROOT-0, spend-3) amod(time-5, considerable-4) dep(arranging-6, time-5) ccomp(spend-3, arranging-6) det(vines-8, the-7) dobj(arranging-6, vines-8) case(trellises-10, on-9) nmod:on(arranging-6, trellises-10) cc(arranging-6, and-11) ccomp(spend-3, inspecting-12) conj:and(arranging-6, inspecting-12) det(tubers-14, the-13) dobj(inspecting-12, tubers-14)  "
Rearranging gives 1/P = y/MV : the purchasing power of money depends on the quantity of goods supplied as well as on the level of nominal income or spending .,Rearranging/NNP gives/VBZ 1/P/CD =/SYM y/MV/NNS :/: the/DT purchasing/VBG power/NN of/IN money/NN depends/VBZ on/IN the/DT quantity/NN of/IN goods/NNS supplied/VBN as/RB well/RB as/IN on/IN the/DT level/NN of/IN nominal/JJ income/NN or/CC spending/NN ./.," nsubj(gives-2, Rearranging-1) root(ROOT-0, gives-2) nsubj(y/MV-5, 1/P-3) dep(y/MV-5, =-4) ccomp(gives-2, y/MV-5) det(power-9, the-7) amod(power-9, purchasing-8) nsubj(depends-12, power-9) nsubj(depends-12', power-9) case(money-11, of-10) nmod:of(power-9, money-11) parataxis(gives-2, depends-12) parataxis(gives-2, depends-12') conj:and(depends-12, depends-12') case(quantity-15, on-13) det(quantity-15, the-14) nmod:on(depends-12, quantity-15) case(goods-17, of-16) nmod:of(quantity-15, goods-17) acl(goods-17, supplied-18) cc(depends-12, as-19) mwe(as-19, well-20) mwe(as-19, as-21) case(level-24, on-22) det(level-24, the-23) nmod:on(depends-12', level-24) case(income-27, of-25) amod(income-27, nominal-26) nmod:of(level-24, income-27) cc(income-27, or-28) nmod:of(level-24, spending-29) conj:or(income-27, spending-29)  "
"In the school , a reading co-ordinator , who may be a graduate in reading education , trains the tutors and gives them administrative support such as writing lesson plans , arranging teaching materials , and providing feedback .","In/IN the/DT school/NN ,/, a/DT reading/NN co-ordinator/NN ,/, who/WP may/MD be/VB a/DT graduate/NN in/IN reading/NN education/NN ,/, trains/VBZ the/DT tutors/NNS and/CC gives/VBZ them/PRP administrative/JJ support/NN such/JJ as/IN writing/VBG lesson/NN plans/NNS ,/, arranging/VBG teaching/NN materials/NNS ,/, and/CC providing/VBG feedback/NN ./."," case(school-3, In-1) det(school-3, the-2) nmod:in(trains-18, school-3) det(co-ordinator-7, a-5) compound(co-ordinator-7, reading-6) nsubj(graduate-13, co-ordinator-7) nsubj(trains-18, co-ordinator-7) nsubj(gives-22, co-ordinator-7) ref(co-ordinator-7, who-9) aux(graduate-13, may-10) cop(graduate-13, be-11) det(graduate-13, a-12) acl:relcl(co-ordinator-7, graduate-13) case(education-16, in-14) compound(education-16, reading-15) nmod:in(graduate-13, education-16) root(ROOT-0, trains-18) det(tutors-20, the-19) dobj(trains-18, tutors-20) cc(trains-18, and-21) conj:and(trains-18, gives-22) iobj(gives-22, them-23) amod(support-25, administrative-24) dobj(gives-22, support-25) mark(writing-28, such-26) mwe(such-26, as-27) acl(support-25, writing-28) compound(plans-30, lesson-29) dobj(writing-28, plans-30) acl(support-25, arranging-32) conj:and(writing-28, arranging-32) compound(materials-34, teaching-33) dobj(arranging-32, materials-34) cc(writing-28, and-36) acl(support-25, providing-37) conj:and(writing-28, providing-37) dobj(providing-37, feedback-38)  "
"By age three , you were improvising , that is , you enjoyed rearranging familiar words in unfamiliar order as you spoke and asked and answered questions .","By/IN age/NN three/CD ,/, you/PRP were/VBD improvising/VBG ,/, that/DT is/VBZ ,/, you/PRP enjoyed/VBN rearranging/VBG familiar/JJ words/NNS in/IN unfamiliar/JJ order/NN as/IN you/PRP spoke/VBD and/CC asked/VBD and/CC answered/VBN questions/NNS ./."," case(age-2, By-1) nmod:by(were-6, age-2) nummod(age-2, three-3) nsubj(were-6, you-5) root(ROOT-0, were-6) xcomp(were-6, improvising-7) discourse(improvising-7, that-9) mwe(that-9, is-10) nsubj(enjoyed-13, you-12) nsubj(answered-26, you-12) ccomp(improvising-7, enjoyed-13) xcomp(enjoyed-13, rearranging-14) amod(words-16, familiar-15) dobj(rearranging-14, words-16) case(order-19, in-17) amod(order-19, unfamiliar-18) nmod:in(rearranging-14, order-19) mark(spoke-22, as-20) nsubj(spoke-22, you-21) nsubj(asked-24, you-21) advcl(enjoyed-13, spoke-22) cc(spoke-22, and-23) advcl(enjoyed-13, asked-24) conj:and(spoke-22, asked-24) cc(enjoyed-13, and-25) ccomp(improvising-7, answered-26) conj:and(enjoyed-13, answered-26) dobj(answered-26, questions-27)  "
"Our curriculum included the basics of theory , keyboards , history , composing , and arranging .","Our/PRP$ curriculum/NN included/VBD the/DT basics/NNS of/IN theory/NN ,/, keyboards/NNS ,/, history/NN ,/, composing/VBG ,/, and/CC arranging/VBG ./."," nmod:poss(curriculum-2, Our-1) nsubj(included-3, curriculum-2) root(ROOT-0, included-3) det(basics-5, the-4) dobj(included-3, basics-5) case(theory-7, of-6) nmod:of(basics-5, theory-7) appos(theory-7, keyboards-9) appos(keyboards-9, history-11) dep(included-3, composing-13) cc(composing-13, and-15) dep(included-3, arranging-16) conj:and(composing-13, arranging-16)  "
"The opportunity to experiment with subtle changes of inflection and color in track recording heightens a musician 's sensitivity to nuance in improvisation , arranging , and performance .","The/DT opportunity/NN to/TO experiment/NN with/IN subtle/JJ changes/NNS of/IN inflection/NN and/CC color/NN in/IN track/NN recording/NN heightens/VBZ a/DT musician/NN 's/POS sensitivity/NN to/TO nuance/NN in/IN improvisation/NN ,/, arranging/VBG ,/, and/CC performance/NN ./."," det(opportunity-2, The-1) nsubj(heightens-15, opportunity-2) case(experiment-4, to-3) nmod:to(opportunity-2, experiment-4) case(changes-7, with-5) amod(changes-7, subtle-6) nmod:with(experiment-4, changes-7) case(inflection-9, of-8) nmod:of(changes-7, inflection-9) cc(inflection-9, and-10) nmod:of(changes-7, color-11) conj:and(inflection-9, color-11) case(recording-14, in-12) compound(recording-14, track-13) nmod:in(inflection-9, recording-14) root(ROOT-0, heightens-15) det(musician-17, a-16) nmod:poss(sensitivity-19, musician-17) case(musician-17, 's-18) dobj(heightens-15, sensitivity-19) case(nuance-21, to-20) nmod:to(sensitivity-19, nuance-21) case(improvisation-23, in-22) nmod:in(sensitivity-19, improvisation-23) acl(sensitivity-19, arranging-25) cc(sensitivity-19, and-27) dobj(heightens-15, performance-28) conj:and(sensitivity-19, performance-28)  "
"<p> By contrast , world music compositions are less suitable for arranging when they are poorly recorded contain tunings with almost no relationship to Western modes or scales ( i.e.","<p>/RB By/IN contrast/NN ,/, world/NN music/NN compositions/NNS are/VBP less/RBR suitable/JJ for/IN arranging/VBG when/WRB they/PRP are/VBP poorly/RB recorded/VBN contain/VB tunings/NNS with/IN almost/RB no/DT relationship/NN to/TO Western/JJ modes/NNS or/CC scales/NNP -LRB-/-LRB- i.e./NNP"," advmod(contrast-3, <p>-1) case(contrast-3, By-2) nmod:by(suitable-10, contrast-3) compound(compositions-7, world-5) compound(compositions-7, music-6) nsubj(suitable-10, compositions-7) cop(suitable-10, are-8) advmod(suitable-10, less-9) root(ROOT-0, suitable-10) mark(arranging-12, for-11) advcl(suitable-10, arranging-12) advmod(recorded-17, when-13) nsubjpass(recorded-17, they-14) auxpass(recorded-17, are-15) advmod(recorded-17, poorly-16) advcl(arranging-12, recorded-17) ccomp(recorded-17, contain-18) dobj(contain-18, tunings-19) case(relationship-23, with-20) advmod(relationship-23, almost-21) neg(relationship-23, no-22) nmod:with(contain-18, relationship-23) case(modes-26, to-24) amod(modes-26, Western-25) nmod:to(relationship-23, modes-26) cc(modes-26, or-27) compound(i.e.-30, scales-28) nmod:to(relationship-23, i.e.-30) conj:or(modes-26, i.e.-30)  "
"Although arranging a world music performance does not require anything more than paper , pencil , and audio equipment , a variety of other tools , such as a synthesizer and MIDI ( Musical Instrument Digital Interface ) equipment and software , can prove very useful .","Although/IN arranging/VBG a/DT world/NN music/NN performance/NN does/VBZ not/RB require/VB anything/NN more/JJR than/IN paper/NN ,/, pencil/NN ,/, and/CC audio/NN equipment/NN ,/, a/DT variety/NN of/IN other/JJ tools/NNS ,/, such/JJ as/IN a/DT synthesizer/NN and/CC MIDI/NNP -LRB-/-LRB- Musical/JJ Instrument/NNP Digital/NNP Interface/NNP -RRB-/-RRB- equipment/NN and/CC software/NN ,/, can/MD prove/VB very/RB useful/JJ ./."," mark(require-9, Although-1) csubj(require-9, arranging-2) det(performance-6, a-3) compound(performance-6, world-4) compound(performance-6, music-5) dobj(arranging-2, performance-6) aux(require-9, does-7) neg(require-9, not-8) advcl(prove-44, require-9) dep(more-11, anything-10) dobj(require-9, more-11) case(pencil-15, than-12) compound(pencil-15, paper-13) nmod:than(require-9, pencil-15) cc(pencil-15, and-17) compound(equipment-19, audio-18) nmod:than(require-9, equipment-19) conj:and(pencil-15, equipment-19) det(variety-22, a-21) nsubj(prove-44, variety-22) case(tools-25, of-23) amod(tools-25, other-24) nmod:of(variety-22, tools-25) case(synthesizer-30, such-27) mwe(such-27, as-28) det(synthesizer-30, a-29) nmod:such_as(variety-22, synthesizer-30) cc(synthesizer-30, and-31) nmod:such_as(variety-22, MIDI-32) conj:and(synthesizer-30, MIDI-32) amod(Interface-37, Musical-34) compound(Interface-37, Instrument-35) compound(Interface-37, Digital-36) appos(MIDI-32, Interface-37) dep(MIDI-32, equipment-39) cc(equipment-39, and-40) dep(MIDI-32, software-41) conj:and(equipment-39, software-41) aux(prove-44, can-43) root(ROOT-0, prove-44) advmod(useful-46, very-45) xcomp(prove-44, useful-46)  "
"( n8 ) In classical antiquity , there is no single agreed-upon order for the episodes whether the sources were pictorial or textual , even though arranging seven events chronologically should have been simple .","-LRB-/-LRB- n8/CD -RRB-/-RRB- In/IN classical/JJ antiquity/NN ,/, there/EX is/VBZ no/DT single/JJ agreed-upon/JJ order/NN for/IN the/DT episodes/NNS whether/IN the/DT sources/NNS were/VBD pictorial/JJ or/CC textual/JJ ,/, even/RB though/IN arranging/VBG seven/CD events/NNS chronologically/RB should/MD have/VB been/VBN simple/JJ ./."," ccomp(is-9, n8-2) case(antiquity-6, In-4) amod(antiquity-6, classical-5) nmod:in(n8-2, antiquity-6) expl(is-9, there-8) root(ROOT-0, is-9) neg(order-13, no-10) amod(order-13, single-11) amod(order-13, agreed-upon-12) nsubj(is-9, order-13) case(episodes-16, for-14) det(episodes-16, the-15) nmod:for(order-13, episodes-16) mark(pictorial-21, whether-17) det(sources-19, the-18) nsubj(pictorial-21, sources-19) nsubj(textual-23, sources-19) cop(pictorial-21, were-20) ccomp(is-9, pictorial-21) cc(pictorial-21, or-22) ccomp(is-9, textual-23) conj:or(pictorial-21, textual-23) advmod(simple-34, even-25) mark(simple-34, though-26) csubj(simple-34, arranging-27) nummod(events-29, seven-28) dobj(arranging-27, events-29) advmod(simple-34, chronologically-30) aux(simple-34, should-31) aux(simple-34, have-32) cop(simple-34, been-33) advcl(pictorial-21, simple-34)  "
"<p> The most common place for arranging figures and actions in evenly flanking , parallel units occurs naturally in pediments .","<p>/VB The/DT most/RBS common/JJ place/NN for/IN arranging/VBG figures/NNS and/CC actions/NNS in/IN evenly/RB flanking/VBG ,/, parallel/JJ units/NNS occurs/VBZ naturally/RB in/IN pediments/NNS ./."," ccomp(occurs-17, <p>-1) det(place-5, The-2) advmod(common-4, most-3) amod(place-5, common-4) dobj(<p>-1, place-5) mark(arranging-7, for-6) acl(place-5, arranging-7) dobj(arranging-7, figures-8) cc(figures-8, and-9) dobj(arranging-7, actions-10) conj:and(figures-8, actions-10) mark(flanking-13, in-11) advmod(flanking-13, evenly-12) advcl(arranging-7, flanking-13) amod(units-16, parallel-15) nsubj(occurs-17, units-16) root(ROOT-0, occurs-17) advmod(occurs-17, naturally-18) case(pediments-20, in-19) nmod:in(occurs-17, pediments-20)  "
"Like Joyce , Saarikoski is arranging the different voices in layers in the fragment with the echoes of Tim Finnegan and the Odyssey .","Like/IN Joyce/NNP ,/, Saarikoski/NNP is/VBZ arranging/VBG the/DT different/JJ voices/NNS in/IN layers/NNS in/IN the/DT fragment/NN with/IN the/DT echoes/NNS of/IN Tim/NNP Finnegan/NNP and/CC the/DT Odyssey/NN ./."," case(Joyce-2, Like-1) nmod:like(arranging-6, Joyce-2) nsubj(arranging-6, Saarikoski-4) aux(arranging-6, is-5) root(ROOT-0, arranging-6) det(voices-9, the-7) amod(voices-9, different-8) dobj(arranging-6, voices-9) case(layers-11, in-10) nmod:in(voices-9, layers-11) case(fragment-14, in-12) det(fragment-14, the-13) nmod:in(layers-11, fragment-14) case(echoes-17, with-15) det(echoes-17, the-16) nmod:with(arranging-6, echoes-17) case(Finnegan-20, of-18) compound(Finnegan-20, Tim-19) nmod:of(echoes-17, Finnegan-20) cc(Finnegan-20, and-21) det(Odyssey-23, the-22) nmod:of(echoes-17, Odyssey-23) conj:and(Finnegan-20, Odyssey-23)  "
"We wander through the premises in our pajamas , interrupting conferences , annoying the staff , rearranging the furniture , losing the way .","We/PRP wander/VBP through/IN the/DT premises/NNS in/IN our/PRP$ pajamas/NNS ,/, interrupting/VBG conferences/NNS ,/, annoying/VBG the/DT staff/NN ,/, rearranging/VBG the/DT furniture/NN ,/, losing/VBG the/DT way/NN ./."," nsubj(wander-2, We-1) root(ROOT-0, wander-2) case(premises-5, through-3) det(premises-5, the-4) nmod:through(wander-2, premises-5) case(pajamas-8, in-6) nmod:poss(pajamas-8, our-7) nmod:in(premises-5, pajamas-8) ccomp(wander-2, interrupting-10) dobj(interrupting-10, conferences-11) dep(interrupting-10, annoying-13) det(staff-15, the-14) dobj(annoying-13, staff-15) dep(interrupting-10, rearranging-17) det(furniture-19, the-18) dobj(rearranging-17, furniture-19) dep(interrupting-10, losing-21) det(way-23, the-22) dobj(interrupting-10, way-23)  "
"Though he was very cooperative in loaning us materials from his own personal files and from the John Rechy archive at Boston University , in giving us a guided tour of the cruising area of Griffith Park , in arranging for us to interview his family and to document his acceptance of the Penn West Lifetime Achievement Award , in selecting literary passages from his writings , and recording impromptu commentaries and readings , he did not want to see the CD-ROM until it was close to completion .","Though/IN he/PRP was/VBD very/RB cooperative/JJ in/IN loaning/VBG us/PRP materials/NNS from/IN his/PRP$ own/JJ personal/JJ files/NNS and/CC from/IN the/DT John/NNP Rechy/NNP archive/NN at/IN Boston/NNP University/NNP ,/, in/IN giving/VBG us/PRP a/DT guided/JJ tour/NN of/IN the/DT cruising/JJ area/NN of/IN Griffith/NNP Park/NNP ,/, in/IN arranging/VBG for/IN us/PRP to/TO interview/VB his/PRP$ family/NN and/CC to/TO document/VB his/PRP$ acceptance/NN of/IN the/DT Penn/NNP West/NNP Lifetime/NNP Achievement/NNP Award/NN ,/, in/IN selecting/VBG literary/JJ passages/NNS from/IN his/PRP$ writings/NNS ,/, and/CC recording/VBG impromptu/JJ commentaries/NNS and/CC readings/NNS ,/, he/PRP did/VBD not/RB want/VB to/TO see/VB the/DT CD-ROM/NN until/IN it/PRP was/VBD close/JJ to/TO completion/NN ./."," mark(cooperative-5, Though-1) nsubj(cooperative-5, he-2) cop(cooperative-5, was-3) advmod(cooperative-5, very-4) advcl(want-78, cooperative-5) mark(loaning-7, in-6) advcl(cooperative-5, loaning-7) nsubj(materials-9, us-8) xcomp(loaning-7, materials-9) xcomp(loaning-7, materials-9') conj:and(materials-9, materials-9') case(files-14, from-10) nmod:poss(files-14, his-11) amod(files-14, own-12) amod(files-14, personal-13) nmod:from(materials-9, files-14) cc(materials-9, and-15) case(archive-20, from-16) det(archive-20, the-17) compound(archive-20, John-18) compound(archive-20, Rechy-19) nmod:from(materials-9', archive-20) case(University-23, at-21) compound(University-23, Boston-22) nmod:at(archive-20, University-23) mark(giving-26, in-25) advcl(cooperative-5, giving-26) iobj(giving-26, us-27) det(tour-30, a-28) amod(tour-30, guided-29) dobj(giving-26, tour-30) case(area-34, of-31) det(area-34, the-32) amod(area-34, cruising-33) nmod:of(tour-30, area-34) case(Park-37, of-35) compound(Park-37, Griffith-36) nmod:of(area-34, Park-37) mark(arranging-40, in-39) advcl(cooperative-5, arranging-40) case(us-42, for-41) nmod:for(arranging-40, us-42) mark(interview-44, to-43) ccomp(arranging-40, interview-44) nmod:poss(family-46, his-45) dobj(interview-44, family-46) cc(interview-44, and-47) mark(document-49, to-48) ccomp(arranging-40, document-49) conj:and(interview-44, document-49) nmod:poss(acceptance-51, his-50) dobj(document-49, acceptance-51) case(Award-58, of-52) det(Award-58, the-53) compound(Award-58, Penn-54) compound(Award-58, West-55) compound(Award-58, Lifetime-56) compound(Award-58, Achievement-57) nmod:of(acceptance-51, Award-58) mark(selecting-61, in-60) advcl(document-49, selecting-61) amod(passages-63, literary-62) dobj(selecting-61, passages-63) case(writings-66, from-64) nmod:poss(writings-66, his-65) nmod:from(selecting-61, writings-66) cc(arranging-40, and-68) advcl(cooperative-5, recording-69) conj:and(arranging-40, recording-69) amod(commentaries-71, impromptu-70) dobj(recording-69, commentaries-71) cc(commentaries-71, and-72) dobj(recording-69, readings-73) conj:and(commentaries-71, readings-73) nsubj(want-78, he-75) nsubj(see-80, he-75) aux(want-78, did-76) neg(want-78, not-77) root(ROOT-0, want-78) mark(see-80, to-79) xcomp(want-78, see-80) det(CD-ROM-82, the-81) dobj(see-80, CD-ROM-82) mark(completion-88, until-83) nsubj(completion-88, it-84) cop(completion-88, was-85) case(completion-88, close-86) mwe(close-86, to-87) advcl:close_to(see-80, completion-88)  "
